序号,单词,翻译,美式音标,英式音标
14915,lit,vbl.light的过去式及过去分词,[lɪt],[lɪt]
14916,litany,"n.连祷,冗长而枯燥的故事(或陈述)",[ˈlɪtni],[ˈlɪtənɪ]
14917,litchi,"n.荔枝,荔枝树",[ˈlitʃi],[ˈli:ˌtʃi:]
14918,lite,"adj.清淡的,低盐的",[laɪt],[laɪt]
14919,liter,n.公升,[ˈlitɚ],[ˈli:tə]
14920,literacy,"n.有文化,有教养,有读写能力",[ˈlɪtərəsi],[ˈlɪtərəsɪ]
14921,literal,"adj.文字的,照字面上的,无夸张的",[ˈlɪtərəl],[ˈlɪtərəl]
14922,literally,"adv.照字面意义,逐字地",[ˈlɪtərəli],[ˈlɪt(ə)rəlɪ]
14923,literary,"adj.文学(上)的,从事写作的,文艺的,精通文学的,书本的",[ˈlɪtərɛri],[ˈlɪtərərɪ]
14924,literate,"n.学者adj.有文化的,有阅读和写作能力的",[ˈlɪtərɪt],[ˈlɪtərət]
14925,literati,"n.文人,文学界",[ˌlɪtəˈrɑti],[ˌlɪtəˈrɑ:ti:]
14926,literature,"n.文学(作品),文艺,著作,文献",[ˈlɪtərətʃɚ],[ˈlɪtərətʃə]
14927,literatus," 文学界,学者",[ˌlɪtəˈretəs],[ˌlɪtəˈreɪtəs]
14928,lithe,"adj.(指人、身体)柔软的,易弯的",[laɪð],[laɪð]
14929,lithiasis,n.[医]结石病,[lɪˈθaɪəsɪs],[lɪˈθaɪəsɪs]
14930,lithium,n.[化] 锂,[ˈlɪθiəm],[ˈlɪθɪəm]
14931,lithograph,"n.平版(指石版或金属板)印刷,平版画vt.以平版印刷",[ˈlɪθəgræf],[ˈlɪθəgrɑ:f]
14932,lithographic,"adj.平版印刷的,平版的",[ˌlɪθəˈɡræfɪk],[ˌlɪθəˈɡræfɪk]
14933,lithosphere,n.[地]岩石圈,[ˈlɪθəsfɪɚ],[ˈlɪθəˌsfɪə]
14934,lithuanian,"n.立陶宛(前苏联加盟共和国)人adj.立陶宛的,立陶宛人的,立陶宛语的",[ˌlɪθʊˈenɪrn],[ˌlɪθjʊˈeɪnɪən]
14935,litigant,n.诉讼人,[ˈlɪtɪɡənt],[ˈlɪtɪɡənt]
14936,litigate,v.提出诉讼,[ˈlɪtɪˌɡet],[ˈlɪtɪɡeɪt]
14937,litigation,"n.诉讼,起诉",[ˌlɪtɪˈɡeʃn],[ˌlɪtɪˈɡeɪʃn]
14938,litigious,"adj.好诉讼的,好争论的,",[lɪˈtɪdʒəs],[lɪˈtɪdʒəz]
14939,litmus,n.[化]石蕊,[ˈlɪtməs],[ˈlɪtməs]
14940,litotes,"n.间接肯定法,反语法",[laɪˈtoʊtiz],[laɪˈtəʊti:z]
14941,litre,n.(=liter)升(容量单位),[ˈlitɚ],[li:tə]
14942,litter,"n.垃圾,(供动物睡眠或防冻用的)干草、树叶,(一)窝,轿,担架vt.乱丢,铺草,弄乱vi.产仔,乱丢垃圾",[ˈlɪtɚ],[ˈlɪtə]
14943,litterbin,n.<英>(公共场所的)废物箱,[ˈlɪtəbɪn],[ˈlɪtəbɪn]
14944,litterbug,n.<美> 在街道或公共场所乱丢垃圾的人,[ˈlɪtəˌbʌg],[ˈlɪtəbʌg]
14945,little,"n.少许,一会儿,短时间adj.很少的,矮小的,短暂的,琐碎的adv.很少,稍微,完全不",[ˈlɪtl],[ˈlɪtl]
14946,littoral,"adj.海滨的,沿海的n.沿海地,沿海地区",[ˈlɪtərəl],[ˈlɪtərəl]
14947,liturgical,adj.礼拜式的,[lɪˈtɜdʒɪkl],[lɪˈtɜ:dʒɪkl]
14948,liturgy,"n.圣餐仪式,礼拜仪式",[ˈlɪtɚdʒi],[ˈlɪtədʒɪ]
14949,livable,"adj.(房子,气候等)适于居住的,可住的",[ˈlɪvəbəl],[ˈlɪvəbl]
14950,live,"adj.活的,生动的,精力充沛的,实况转播的,点燃的vi.活着,生活,居住,流在人们记忆中vt.过着,度过,经历adv.以实况地",[lɪv],[lɪv]
14951,liveable,"adj.适于居住的,可住的",[ˈlɪvəbəl],[ˈlɪvəb(ə)l]
14952,livelihood,"n.生计,谋生",[ˈlaɪvlɪhʊd],[ˈlaɪvlɪhʊd]
14953,liveliness,n.活泼,[ˈlaɪvlɪnəs],[ˈlaɪvlɪnəs]
14954,lively,"adj.活泼的,活跃的,栩栩如生的,真实的",[ˈlaɪvli],[ˈlaɪvlɪ]
14955,liven,v.具有活力,[ˈlaɪvən],[ˈlaɪvən]
14956,liver,"n.居住者,生活优裕的人,肝脏",[ˈlɪvɚ],[ˈlɪvə]
14957,liverpool,n.利物浦(英国英格兰西部港口城市),[ˈlɪvɚˌpul],[ˈlɪvəˌpu:l]
14958,lives,n.life的复数,[laɪvz],[laɪvz]
14959,livestock,"n.家畜,牲畜",[ˈlaɪvstɑk],[ˈlaɪvstɒk]
14960,livid,"adj.铅色的,(被打得)青紫色的",[ˈlɪvɪd],[ˈlɪvɪd]
14961,living,"n.生活,生计,生存空间,居住面积adj.活的,起作用的,逼真的,现存的",[ˈlɪvɪŋ],[ˈlɪvɪŋ]
14962,lizard,n.[动]蜥蜴,[ˈlɪzɚd],[ˈlɪzəd]
14963,llama,n.骆驼,[ˈlɑmə],[ˈlɑ:mə]
14964,lo,"int.瞧!,看! [军] Land Operation,地面作战",[loʊ],[ləʊ]
14965,load,"n.负荷,重担,装载量,工作量,负载,加载vt.装载,装填,使担负vi.装货,装弹药,装料",[loʊd],[ləʊd]
14966,loaded,"adj.装满东西(或人)的,装填子弹的,(相机)装好胶卷的,(餐桌)摆满食品的",[ˈloʊdɪd],[ˈləʊdɪd]
14967,loader,"n.装货的人,装货设备,装弹机",[ˈlodɚ],[ˈləʊdə]
14968,loading,"n.装载,装填",[ˈloʊdɪŋ],[ˈləʊdɪŋ]
14969,loaf,"n.一条面包,块,游荡v.游荡,虚度光阴",[loʊf],[ləʊf]
14970,loafer,n.流浪者,[ˈlofɚ],[ˈləʊfə(r)]
14971,loam,n.(含有黏土、沙以及有机物质的)肥土vt.用肥土填,[loʊm],[ləʊm]
14972,loamy,adj.肥沃的,[ˈloʊmi],[ˈləumɪ]
14973,loan,"n.(借出的)贷款,借出v.借,借给",[loʊn],[ləʊn]
14974,loanee,"n.债务人,借入者",[loˈni],[ləuˈni:]
14975,loaner,"n.债权人,代替品",[ˈloʊnə],[ˈləʊnə]
14976,loath,"adj.不情愿的,勉强的",[loθ],[ləʊθ]
14977,loathe,"vt.厌恶,憎恶",[loð],[ləʊð]
14978,loathing,"n.讨厌,嫌恶",[ˈloðɪŋ],[ˈləʊðɪŋ]
14979,loathsome,adj.讨厌的,[ˈloʊðsəm],[ˈləʊðsəm]
14980,loaves,"n.pl.大块烤过的食物,块",[loʊvz],[ləʊvz]
14981,lob,"vt.打缓慢的球vi.蹒跚地走n.<英方> 笨重的人,[网球]高球",[lɑb],[lɒb]
14982,lobby,"n.大厅,休息室,<美>游说议员者vi.游说议员,经常出入休息室vt.对(议员)进行疏通",[ˈlɑbi],[ˈlɒbɪ]
14983,lobbyist,"n.活动议案通过者,说客",[ˈlɒbɪɪst],[ˈlɒbɪɪst]
14984,lobe,"n.圆形突出部(尤指耳垂),[植]圆裂片",[loʊb],[ləʊb]
14985,lobster,n.龙虾,[ˈlɑbstɚ],[ˈlɒbstə]
14986,lobule,"n.小裂片,小叶",[ˈlɑbjul],[ˈlɒbju:l]
14987,local,"adj.地方的,当地的,局部的,乡土的n.当地居民,本地新闻,慢车,局部",[ˈloʊkl],[ˈləʊkəl]
14988,locale,"n.现场,场所",[loʊˈkæl],[ləʊˈkɑ:l]
14989,localise,v.<主英>=localize,[ˈloʊkəˌlaɪz],[ˈləʊkəlaɪz]
14990,localism,"n.方言,地方主义,地方观念",[ˈloʊkəlˌɪzəm],[ˈləʊkəlɪzəm]
14991,locality,"n.位置,地点",[loʊˈkæləti],[ləʊˈkælətɪ]
14992,localizable,"adj.能地方化的,可以定域的",[ˈloʊkəlaɪzəbəl],[ˈləʊkəlaɪzəbl]
14993,localization,"n.地方化,局限,定位",[ˌloʊkəlaɪˈzeʃn],[ˌləʊkəlaɪˈzeɪʃn]
14994,localize,"v.(使)局部化,(使)地方化,停留在一地方",[ˈlokəlaɪz],[ˈləʊkəlaɪz]
14995,locally,"adv.在地方上,在本地,局部地,本地性",[ˈlokəli],[ˈləʊkəlɪ]
14996,locate,"vt.查找...的地点,使...坐落于,位于v.定位,位于",[ˈloʊket],[ləʊˈkeɪt]
14997,location,"n.位置,场所,特定区域,<美>[电影]外景拍摄场地",[loʊˈkeʃn],[ləʊˈkeɪʃən]
14998,loch,"n.<苏格兰> 湖,(狭长的)海湾",[lɑk],[lɒk]
14999,lock,"n.锁v.锁,锁上,锁住 /n.锁定/解锁",[lɑk],[lɒk]
15000,locked,adj.[计] 锁定的,[lɔkt],[lɒkt]
15001,locker,"n.上锁的人,有锁的橱柜,锁扣装置,有锁的存物柜",[ˈlɑkɚ],[ˈlɒkə]
15002,lockout,n.停工(业主为抵制工人的要求而停工),[ˈlɑkaʊt],[ˈlɒkaʊt]
15003,locksmith,"n.钳工,锁匠,修锁工",[ˈlɑksmɪθ],[ˈlɒksmɪθ]
15004,loco,"n.疯草病,疯子,火车头vt.用疯草毒害adj.发疯的,发狂的",[ˈloko],[ˈləʊkəʊ]
15005,locomote,"v.移动,行动",[ˌlokəˈmot],[ˌləʊkəˈməʊt]
15006,locomotion,"n.运动,移动,运动力,移动力",[ˌloʊkəˈmoʊʃn],[ləʊkəˈməʊʃn]
15007,locomotive,"n.机车,火车头adj.运动的",[ˌloʊkəˈmoʊtɪv],[ˌləʊkəˈməʊtɪv]
15008,locoweed,n.<美>[植] 疯草(牲畜食后引起疯草病),[ˈloʊkoʊˌwid],[ˈləʊkəʊwi:d]
15009,locus,"n.地点,所在地,[数]轨迹",[ˈloʊkəs],[ˈləʊkəs]
15010,locust,"n.[动]蝗虫,蚱蜢,蝉",[ˈloʊkəst],[ˈləʊkəst]
15011,locution,"n.独特的措辞,惯用语,说话风格",[loˈkjuʃən],[ləˈkju:ʃn]
15012,lode,"n.矿脉,斜成矿,复成矿",[loʊd],[ləʊd]
15013,lodge,"n.门房,(猎人住的)山林小屋,(游览区的)旅馆,(地方社团的)集会处vi.临时住宿,寄宿(某人家)vt.容纳,寄存,把...射入,存放,(向有关当局)提出(声明)",[lɑdʒ],[lɒdʒ]
15014,lodger,"n.寄宿者,投宿者",[ˈlɑdʒɚ],[ˈlɒdʒə(r)]
15015,lodging,"n.寄宿处,寄宿,(通常用复数)出租的房间、住房",[ˈlɑdʒɪŋ],[ˈlɒdʒɪŋ]
15016,loft,n.阁楼,[lɔft],[lɒft]
15017,loftily,"adv.高,崇高地,傲慢地",[ˈlɔftɪli],[ˈlɒftɪlɪ]
15018,loftiness,"n.高傲,高深,崇高",[ˈlɔftɪnɪs],[ˈlɔ:ftɪnɪs]
15019,lofty,"adj.高高的,崇高的,高傲的,高级的",[ˈlɔfti],[ˈlɒftɪ]
15020,log,"n.航行日志,原木,园形木材,园木v.把...记入航行日志,伐木,把...锯成段",[lɔg],[lɒɡ]
15021,logarithm,n.[数] 对数,[ˈlɔgərɪðəm],[ˈlɒgərɪðəm]
15022,logged,"adj.笨拙的,(树)劈成木材的",[lɔgd],[lɔ:gd]
15023,logger,"n.樵夫,圆木装车机",[ˈlɔgɚ],[ˈlɒɡə(r)]
15024,logging,n.<美>伐木搬运业,[ˈlɔgɪŋ],[ˈlɒɡɪŋ]
15025,logic,"n.逻辑,逻辑学,逻辑性",[ˈlɑdʒɪk],[ˈlɒdʒɪk]
15026,logical,"adj.合乎逻辑的,合理的",[ˈlɑdʒɪkl],[ˈlɒdʒɪkəl]
15027,logicality,n.逻辑性,[ˌlɒdʒɪˈkæləti],[ˌlɒdʒɪˈkælɪtɪ]
15028,logically,"adv.论理上,逻辑上",[ˈlɑdʒɪkli],[ˈlɒdʒɪklɪ]
15029,logistic,"adj.后勤学的,后勤的",[loˈdʒɪstɪk],[ləˈdʒɪstɪk]
15030,logistics,"n.后勤学,后勤",[loˈdʒɪstɪks],[ləˈdʒɪstɪks]
15031,logjam,"n.<美>(水道)受圆木阻塞,停滞状态,僵局",[ˈlɔgdʒæm],[ˈlɒgdʒæm]
15032,lognormal,adj.[数]对数正态的,[ˈlɔɡˌnɔməl],[ˈlɒɡˌnɔ:məl]
15033,logo,n.标识语 Logo教学语言,[ˈlogo],[ˈləʊgəʊ]
15034,logos,"n.理念,理性,圣子,(基督教教义中)与神同一的道",[ˈlɒgɒs],[ˈlɒgɒs]
15035,logotype,"n.[印]联合活字(含有数个常用固定字母的活字,如an)",[ˈlɒgəˌtaɪp],[ˈlɒɡətaɪp]
15036,logwood,"n.洋苏木树,洋苏木的心材(供作染料用)",[ˈlɔɡwʊd],[ˈlɒgwʊd]
15037,loiter,"v.闲荡,虚度,徘徊",[ˈlɔɪtɚ],[ˈlɒɪtə]
15038,loll,v.懒洋洋地倚靠,[lɑl],[lɒl]
15039,lollipop,n.棒棒糖,[ˈlɑlipɑp],[ˈlɒlɪpɒp]
15040,london,n.伦敦,[ˈlʌndən],[ˈlʌndən]
15041,londoner,n.伦敦人,[ˈlʌndənɚ],[ˈlʌndənə(r)]
15042,lone,"adj.孤独的,独立的",[loʊn],[ləʊn]
15043,loneliness,"n.孤独,寂寞",[ˈlonlɪnɪs],[ˈləʊnlɪnəs]
15044,lonely,"adj.孤独的,寂寞的,偏僻的,人迹罕至的",[ˈloʊnli],[ˈləʊnlɪ]
15045,loner,"n.孤独的人,不合群的动物",[ˈlonɚ],[ˈləʊnə(r)]
15046,lonesome,adj.寂寞的,[ˈloʊnsəm],[ˈləʊnsəm]
15047,long,"adj.长的,长期的,做多头的,高的vi.渴望,热望adv.长期地,始终n.长时间,(市场上)做多头的人,[语音]长音节",[lɔŋ],[lɒŋ]
15048,longer,adj.比较久的adv.比较久,[ˈlɔŋɚ],[ˈlɒŋɡə]
15049,longest,adj.长的,[ˈlɔŋgɪst],[ˈlɒŋgɪst]
15050,longevity,"n.长命,寿命,供职期限,资历",[lɑnˈdʒevəti],[lɒnˈdʒevɪtɪ]
15051,longhand,n.普通书法(速记或打字),[ˈlɔŋhænd],[ˈlɒŋhænd]
15052,longing,n.渴望,[ˈlɔŋɪŋ],[ˈlɒŋɪŋ]
15053,longitude,"n.经度,经线",[ˈlɑngɪtjud],[ˈlɒŋgɪtju:d]
15054,longitudinal,"adj.经度的,纵向的",[ˌlɑndʒəˈtudnl],[lɒndʒɪˈtju:dɪnl]
15055,longline,n.多钩长线,[ˈlɒŋlaɪn],[ˈlɒŋlaɪn]
15056,longstanding,"adj.(已持续)长时间的,为时甚久的",[ˈlɒŋˈstændɪŋ],[ˌlɒŋˈstændɪŋ]
15057,longtime,"adj.(已持续)长时间的,为时甚久的adv.长久",[ˈlɒŋtaɪm],[ˈlɒŋtaɪm]
15058,loo,"n.一种纸牌游戏,<英俚>厕所,洗手间",[lu],[lu:]
15059,loofah,n.[植] 丝瓜,[ˈlufə],[ˈlu:fə]
15060,look,"n.看,注视,脸色,面容,外表vi.看,注意,朝着,好象,显得vt.打量,注视,用眼神(或脸色)表示,期待",[lʊk],[lʊk]
15061,looking,"adj.有...样子的,有...相貌的",[ˈlʊkɪŋ],[lʊkɪŋ]
15062,lookout,"n.望员,监视哨,看守",[ˈlʊkˌaʊt],[ˈlʊkaʊt]
15063,loom,"n.织布机,织机v.隐现,迫近",[lum],[lu:m]
15064,looming,n.上现蜃景(光通过低层大气发生异常折射形成的一种海市蜃楼),[ˈlumɪŋ],[ˈlu:mɪŋ]
15065,loon,"n.懒人,笨蛋,[动物]潜鸟",[lun],[lu:n]
15066,loop,"n.环,线(绳)圈,弯曲部分,回路,回线,(铁路)让车道,(飞机)翻圈飞行vt.使成环,以圈结,以环连结vi.打环,翻筋斗n.循环",[lup],[lu:p]
15067,loophole,"n.枪眼,望孔,射弹孔",[ˈluphoʊl],[ˈlu:phəʊl]
15068,loose,"n.解放,放任,放纵adj.宽松的,不精确的,不牢固的,散漫的,自由的vt.释放,放枪,开船vi.变松,开火adv.松散地",[lus],[lu:s]
15069,loosely,"adv.宽松地,松散地",[ˈlusli],[ˈlu:slɪ]
15070,loosen,"v.解开,放松,松开",[ˈlusən],[ˈlu:sn]
15071,loot,"v.掠夺,抢劫,劫掠n.掠夺物,战利品,抢劫",[lut],[lu:t]
15072,lop,"vt.修剪,砍伐,斩vi.下垂,闲荡adj.垂下的n.砍下的部分,垂耳兔",[lɑp],[lɒp]
15073,lope,v.(使)大步慢跑n.大步慢跑,[lop],[ləʊp]
15074,lopsided,"adj.倾向一方的,不平衡的",[ˌlɑpˈsaɪdɪd],[ˌlɒpˈsaɪdɪd]
15075,lopsidedness,"n.不匀称,倾向一方",[ˈlɑpˌsaɪdədnəs],[ˈlɑpˌsaɪdədnəs]
15076,loquacious,"adj.多话的,饶舌的,潺潺的",[loˈkweʃəs],[lɒˈkweɪʃəs]
15077,loquacity,"n.多话,饶舌",[ləˈkwæsəti],[ləˈkwæsətɪ]
15078,lord,"n.封建领主,地主,统治者,[宗]上帝vi.称王称霸,作威作福vt.使成贵族",[lɔrd],[lɔ:d]
15079,lordship,"n.贵族身份(或权威),统治,支配",[ˈlɔrdʃɪp],[ˈlɔ:dʃɪp]
15080,lore,"n.学问,知识,(动物的)眼光知识",[lɔr],[lɔ:]
15081,lorry,"n.<古>卡车,铁路货车",[ˈlɔri],[ˈlɒrɪ]
15082,lose,"vt.遗失,浪费,错过,输去,使失去,使迷路,使沉溺于vi.受损失,失败",[luz],[lu:z]
15083,loser,"n.失主,失败者,输者",[ˈluzɚ],[ˈlu:zə]
15084,losing,"adj.失败的,输的n.失败,损失",[ˈluzɪŋ],[ˈlu:zɪŋ]
15085,loss,"n.损失,遗失,失败,输,浪费,错过,[军]伤亡,降低",[lɔs],[lɒs]
15086,lost,"adj.失去的,丧失的,错过的,迷惑的,不为人知的 vbl.lose的过去式和过去分词",[lɔst],[lɒst]
15087,lot,"n.签,抽签,一堆,许多,命运,一块地,份额vt.划分vi.抽签,抓阄",[lɑt],[lɒt]
15088,lotion,"n.洗液,洗剂",[ˈloʊʃn],[ˈləʊʃən]
15089,lottery,n.抽彩给奖法,[ˈlɑtəri],[ˈlɒtərɪ]
15090,lotto,n.一种对号码的牌戏,[ˈlɑtoʊ],[ˈlɒtəʊ]
15091,loud,"adj.高声的,不断的,喧吵的adv.高声地,大声地",[laʊd],[laʊd]
15092,loudly,"adv.响亮地,大声地",[ˈlaʊdli],[laʊdlɪ]
15093,loudness,"n.大声,喧闹,响度",[ˈlaʊdnɪs],[ˈlaʊdnɪs]
15094,loudspeaker,"n.扩音器,喇叭",[ˈlaʊdˌspikɚ],[laʊdˈspi:kə]
15095,louisiana,"n.路易斯安那,(美国南部的州名)",[luɪzɪˈænɚ],[luɪzɪˈænə(r)]
15096,lounge,"n.闲逛,休闲室,长沙发vi.闲荡,懒洋洋地躺卧vt.虚度光阴",[laʊndʒ],[laʊndʒ]
15097,louse,"n.虱子,寄生虫",[laʊs],[laʊs]
15098,lousy,"adj.<俚>污秽的,恶心的,生虱的",[ˈlaʊzi],[ˈlaʊzɪ]
15099,lout,n.笨人vt.愚弄vi.鞠躬,[laʊt],[laʊt]
15100,loutish,"adj.粗野的,无礼的",[ˈlaʊtɪʃ],[ˈlaʊtɪʃ]
15101,lovable,"adj.可爱的,惹人爱的",[ˈlʌvəbəl],[ˈlʌvəbl]
15102,love,"n.爱,热爱,爱情,爱好,性爱,情人,零vt.爱,热爱,爱好,爱慕vi.爱",[lʌv],[lʌv]
15103,lovebird,n.<美>[动]多情鹦鹉,[ˈlʌvbɚd],[ˈlʌvbɜ:d]
15104,lovelorn,"adj.失恋的,害相思病的",[ˈlʌvlɔrn],[ˈlʌvlɔ:n]
15105,lovely,"adj.可爱的,有趣的",[ˈlʌvli],[ˈlʌvlɪ]
15106,lovemaking,"n.调情,求爱,性交",[ˈlʌvˌmekɪŋ],[ˈlʌvmeɪkɪŋ]
15107,lover,"n.爱人,爱好者,情人",[ˈlʌvɚ],[ˈlʌvə]
15108,lovesick,"adj.害相思病的,为爱情而生病或忧愁的",[ˈlʌvsɪk],[ˈlʌvsɪk]
15109,loving,"adj.亲爱的,钟情的",[ˈlʌvɪŋ],[ˈlʌvɪŋ]
15110,lovingly,"adv.钟爱地,亲切地",[ˈlʌvɪŋli],[ˈlʌvɪŋlɪ]
15111,lovingness,"n.爱,忠诚,钟情",[ˈlʌvɪŋnɪs],[ˈlʌvɪŋnɪs]
15112,low,"n.低,低价,牛叫声adj.低的,浅的,消沉的,微弱的,粗俗的,卑贱的,体质弱的adv.低下地,谦卑地,低声地,低价地vi.牛叫",[loʊ],[ləʊ]
15113,lowbred,adj.未受过好教育的,[ˈloˈbrɛd],[ˈləʊˈbred]
15114,lowbrow,adj.教养浅薄的n.教养浅薄的人,[ˈloʊbraʊ],[ˈləʊbraʊ]
15115,lowdown,"n.<俚>内幕,真相,实情",[ˈloˌdaʊn],[ˈləʊdaʊn]
15116,lower,"adj.较低的,下级的,下等的,下游的vi.降低,跌落,减弱vt.放下,降下,减弱,贬低",[ˈloʊɚ],[ˈləʊə]
15117,lowering,"adj.使低劣的,减少体力的,昏暗的",[ˈloərɪŋ],[ˈləʊərɪŋ]
15118,lowland,"n.低地,苏格兰低地adj.低地的",[ˈloʊlənd],[ˈləʊlənd]
15119,lowly,"adj.地位低的,卑贱的,谦逊的adv.位置低下的,低声地,谦逊地",[ˈloʊli],[ˈləʊlɪ]
15120,loyal,"adj.忠诚的,忠心的",[ˈlɔɪəl],[ˈlɒɪəl]
15121,loyalist,"n.忠诚的人,反对独立者",[ˈlɔɪəlɪst],[ˈlɒɪəlɪst]
15122,loyalty,"n.忠诚,忠心",[ˈlɔɪəlti],[ˈlɒɪəltɪ]
15123,lp,n.密纹唱片,[el pi],[el pi:]
15124,lr,symb [化]铹(lawrencium),[lɑˈrensɪəm],[lɒˈrensɪəm]
15125,ltd,"adj.有限的 [军] Laser Target Designator,激光目标指示器",[ˈlɪmɪtɪd],[ˈlɪmɪtɪd]
15126,lubricant,n.滑润剂,[ˈlubrɪkənt],[ˈlu:brɪkənt]
15127,lubricate,vt.润滑v.加润滑油,[ˈlubrɪˌket],[ˈlu:brɪkeɪt]
15128,lubrication,n.润滑油,[ˌlʊbrɪˈkeʃən],[ˌlu:brɪˈkeɪʃən]
15129,lubricious,"adj.滑的,淫荡的,光滑的,不稳定的",[luˈbrɪʃəs],[lu:ˈbrɪʃəs]
15130,lubricity,"n.光滑,狡猾",[luˈbrɪsəti],[lu:ˈbrɪsətɪ]
15131,lucas,n.卢卡斯(Luke的异体)(m.),[lukəs],[lukəs]
15132,lucerne,n.[植]紫花苜蓿,[luˈsɚn],[lu:ˈsɜ:n]
15133,lucid,adj.明晰的,[ˈlusɪd],[ˈlu:sɪd]
15134,luck,"n.运气,好运,幸运",[lʌk],[lʌk]
15135,luckily,adv.幸运地,[ˈlʌkɪli],[ˈlʌkɪlɪ]
15136,luckless,"adj.不幸的,坏运气的",[ˈlʌklɪs],[ˈlʌkləs]
15137,lucky,"adj.幸运的,吉祥的,侥幸的",[ˈlʌki],[ˈlʌkɪ]
15138,lucrative,adj.有利的,[ˈlukrətɪv],[ˈlu:krətɪv]
15139,lucre,"n.收益,钱财",[ˈlukɚ],[ˈlu:kə]
15140,lucubrate,"vi.(在灯下)用功,深入研究,专心著作",[ˈlukjubret],[ˈlju:kju:breɪt]
15141,lucubration,"n.苦心而成的著作,学术作品",[ˈlukjuˌbreʃən],[ˈlu:kju:ˌbreɪʃən]
15142,lucullan,"adj.富裕的,奢侈的",[luˈkʌlən],[lu:ˈkʌlən]
15143,lucy,n.露西(女子名),[ˈlusi],[ˈlu:sɪ]
15144,ludicrous,"adj.可笑的,滑稽的,愚蠢的",[ˈludɪkrəs],[ˈlu:dɪkrəs]
15145,luetic,adj.梅毒的,[ljuˈɛtɪk],[lju:ˈetɪk]
15146,lug,v.拖拉n.接线片,[lʌɡ],[lʌɡ]
15147,luggage,"n.行李,皮箱",[ˈlʌɡɪdʒ],[ˈlʌɡɪdʒ]
15148,lugubrious,"adj.(尤指故意装出来的)可怜的,悲惨的,悲哀的",[lʊˈɡubrɪəs],[lʊˈɡu:brɪəs]
15149,luke,adj.<古>=lukewarm,[luk],[lu:k]
15150,lukewarm,adj.冷淡的,[ˌlukˈwɔrm],[ˌlu:kˈwɔ:m]
15151,lull,"n.暂停,麻痹vt.使平静,哄骗,使安静vi.变平静",[lʌl],[lʌl]
15152,lullaby,"n.催眠曲,摇篮曲,轻柔的声音v.唱催眠曲使入睡",[ˈlʌləˌbai],[ˈlʌləbaɪ]
15153,lumbar,"adj.腰部的n.腰动(静)脉,腰神经,腰椎",[ˈlʌmbɚ],[ˈlʌmbə(r)]
15154,lumber,"n.<美>木材,无用的杂物(如破旧家俱),废物,隆隆声vt.砍伐木材,乱堆vi.伐木,喧闹地向前走,笨重地行动",[ˈlʌmbɚ],[ˈlʌmbə]
15155,lumbering,"n.木材业adj.笨拙的,动作迟缓的",[ˈlʌmbərɪŋ],[ˈlʌmbərɪŋ]
15156,lumberjack,"n.伐木工人,木材商的佣工,短茄克衫",[ˈlʌmbɚdʒæk],[ˈlʌmbədʒæk]
15157,lumen,"n.流明(光通量单位),[解]内腔",[ˈlumən],[ˈlju:mɪn]
15158,luminary,"n.发光体(如日、月等天体),知识渊博的人",[ˈlumɪneri],[ˈlju:mɪnərɪ]
15159,luminescence,n.发光,[lumɪˈnɛsəns],[lu:mɪˈnesəns]
15160,luminescent,"adj.发冷光的,发光的",[ˌluməˈnɛsənt],[ˌlu:mɪˈnesnt]
15161,luminism,n.光色主义(指印象主义画派画家的绘画艺术或风格),[ˈluməˌnɪzəm],[ˈlu:mɪnɪzm]
15162,luminosity,n.发光度,[ˌlu:mɪˈnɒsəti],[ˌlju:mɪˈnɒsɪtɪ]
15163,luminous,"adj.发光的,明亮的",[ˈlumənəs],[ˈlu:mɪnəs]
15164,lummox,"n.愚蠢不中用者,笨伯",[ˈlʌməks],[ˈlʌməks]
15165,lump,"n.块(尤指小块),肿块,笨人vt.使成块状,混在一起,忍耐,笨重地移动vi.结块",[lʌmp],[lʌmp]
15166,lumpy,"adj.多块状物的,粗笨的",[ˈlʌmpi],[ˈlʌmpɪ]
15167,lunacy,"n.精神失常,精神病",[ˈlunəsi],[ˈlu:nəsɪ]
15168,lunar,"adj.月的,月亮的",[ˈlunɚ],[ˈlu:nə]
15169,lunatic,"adj.精神错乱的,疯狂的,极端愚蠢的n.疯子,狂人,大傻瓜,疯人",[ˈlunətɪk],[ˈlu:nətɪk]
15170,lunch,n.午餐,[lʌntʃ],[lʌntʃ]
15171,luncheon,"n.午宴,正式的午餐",[ˈlʌntʃən],[ˈlʌntʃən]
15172,lunchroom,n.<美>(学校等的)餐厅,[ˈlʌntʃˌrum],[ˈlʌntʃru:m]
15173,lunchtime,n.午餐时间,[ˈlʌntʃˌtaɪm],[ˈlʌntʃtaɪm]
15174,lung,"n.肺,呼吸器,肺脏",[lʌŋ],[lʌŋ]
15175,lunge,"n.刺,刺进,跃进,套马索v.突进,刺",[lʌndʒ],[lʌndʒ]
15176,lupus,"n.[医]狼疮,[天]天狼座",[ˈlupəs],[ˈlu:pəs]
15177,lurch,"n.突然倾斜,挫折,举步蹒跚,徘徊,困境vi.惨败,倾斜,徘徊vt.击败",[lɚtʃ],[lɜ:tʃ]
15178,lure,v.引诱,[lʊɚ],[lʊə]
15179,lurid,"adj.<罕>苍白的,可怕的,血红的,耸人听闻的",[ˈlʊrɪd],[ˈljʊərɪd]
